,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,label
21563,54,4,165278,15,10,2,4,0,4,1,0,0,40,39,1,3
21564,40,4,167265,12,14,0,10,1,4,1,0,0,43,39,0,3
21565,44,4,139907,15,10,4,12,3,4,1,0,0,50,39,0,3
21566,31,5,236415,15,10,2,1,5,4,0,0,0,20,39,1,3
21567,25,4,312966,6,5,5,6,2,4,1,0,0,40,8,0,0
21568,33,4,118941,9,13,2,4,5,4,0,0,0,32,39,1,1
21569,32,4,198068,11,9,4,14,1,4,1,0,0,60,39,0,3
21570,36,4,373952,0,6,2,7,0,4,1,0,0,40,39,0,0
21571,47,6,236111,15,10,2,10,0,3,1,0,0,55,39,1,3
21572,80,4,157778,12,14,6,10,1,4,0,0,0,10,39,0,3
21573,21,4,143604,15,10,4,12,3,4,0,0,0,8,39,0,3
21574,35,6,319831,15,10,2,5,0,4,1,0,0,60,39,0,0
21575,77,0,132728,12,14,0,0,1,4,1,0,0,45,39,0,1
21576,30,4,137606,11,9,2,14,0,4,1,5013,0,40,39,0,3
21577,35,0,61343,11,9,2,0,0,4,1,0,0,40,39,0,1
21578,49,4,268234,5,4,2,6,0,4,1,0,0,40,39,0,0
21579,33,4,100135,11,9,2,1,5,4,0,0,1740,25,39,0,1
21580,53,6,34973,15,10,2,5,0,4,1,0,0,45,39,0,1
21581,41,4,323790,11,9,0,6,4,4,1,0,0,55,39,0,0
21582,57,4,319733,9,13,2,7,0,4,1,0,0,40,31,1,0
21583,21,0,180339,15,10,4,0,3,4,0,0,0,25,39,0,3
21584,19,4,125591,15,10,4,8,3,4,0,0,0,40,39,0,1
21585,28,4,60772,9,13,4,4,3,4,0,0,0,45,39,0,1
21586,42,1,74680,12,14,0,1,1,4,1,0,2001,60,39,0,1
21587,29,6,141185,15,10,2,5,0,4,1,0,0,55,39,0,3
21588,38,0,204668,8,11,5,0,4,4,0,0,0,25,39,0,3
21589,26,4,273792,15,10,4,8,3,4,1,0,0,20,39,0,0
21590,41,4,70037,15,10,4,3,4,4,1,0,3004,60,0,1,1
21591,40,4,343068,15,10,0,4,1,4,0,0,0,40,39,0,0
21592,36,6,177907,10,16,4,10,1,4,1,0,0,40,39,1,3
21593,28,4,144063,11,9,2,4,0,4,1,0,0,40,39,0,3
21594,25,6,257574,9,13,4,1,1,2,0,0,0,20,39,0,0
21595,42,6,67065,11,9,2,5,0,4,1,0,0,60,39,0,1
21596,32,4,183356,11,9,4,3,3,4,1,0,0,40,39,0,3
21597,32,4,152940,7,12,4,1,3,4,1,0,0,30,39,0,3
21598,37,4,227128,4,3,2,3,0,4,1,0,0,40,39,0,3
21599,39,2,45607,11,9,2,11,0,4,1,0,0,56,39,0,1
21600,49,4,155489,9,13,2,3,0,4,1,0,0,40,39,0,3
21601,28,0,230704,11,9,4,0,1,2,1,0,0,40,39,0,3
21602,24,0,267955,6,5,4,0,3,4,0,0,0,20,39,0,0
21603,19,4,165115,11,9,4,12,1,4,0,0,0,40,39,0,3
21604,31,4,49923,11,9,2,14,0,4,1,0,0,40,39,0,1
21605,40,4,272240,11,9,0,7,1,4,0,0,0,40,39,0,0
21606,29,4,255476,5,4,4,6,3,4,1,0,0,30,26,0,0
21607,59,4,194290,11,9,2,5,0,4,1,0,0,48,39,0,3
21608,52,4,145548,7,12,2,11,0,4,1,0,0,40,39,1,3
21609,27,4,175262,9,13,4,4,3,4,1,0,0,40,39,0,3
21610,45,2,37306,9,13,2,10,0,4,1,0,0,45,39,1,1
21611,58,4,137547,9,13,2,8,0,1,1,0,0,40,35,0,3
21612,53,4,276515,9,13,4,4,3,4,1,0,0,40,5,0,0
21613,23,4,174626,11,9,4,6,3,4,1,0,0,25,39,0,3
21614,35,4,215310,1,7,0,6,2,4,1,0,0,40,39,0,3
21615,49,4,332355,11,9,2,4,0,4,1,0,0,40,39,0,0
21616,49,4,204057,7,12,0,4,1,4,0,0,0,40,39,0,3
21617,25,4,391591,2,8,4,3,1,4,1,0,0,40,39,0,0
21618,47,4,169092,12,14,0,10,4,4,0,0,0,50,39,1,3
21619,28,4,230743,7,12,0,1,1,4,0,0,0,40,39,0,3
21620,20,4,190963,15,10,4,4,1,4,0,0,0,30,39,0,3
21621,74,0,204840,4,3,2,0,0,4,1,0,0,56,26,0,3
21622,19,4,169853,11,9,4,7,3,4,1,0,0,24,39,0,3
21623,28,4,212091,11,9,2,7,0,4,1,2580,0,40,39,0,3
21624,31,4,202822,15,10,0,1,4,2,0,0,0,40,39,0,3
21625,61,0,226989,15,10,3,0,1,4,1,0,0,40,39,0,3
21626,30,4,140011,8,11,2,6,0,4,1,0,0,53,39,0,3
21627,20,0,432376,15,10,4,0,3,4,1,0,0,40,11,0,2
21628,35,4,90273,5,4,2,7,0,4,1,0,0,40,0,1,1
21629,23,4,224424,9,13,4,8,3,4,1,0,0,40,39,0,3
21630,25,4,168943,9,13,2,4,5,4,0,0,0,30,39,1,3
21631,19,4,571853,11,9,4,8,3,4,1,0,0,30,39,0,2
21632,30,4,156464,12,14,4,10,1,4,1,0,0,45,39,1,3
21633,26,4,108542,11,9,4,3,3,4,1,0,0,35,39,0,1
21634,34,2,194325,11,9,2,14,0,4,1,0,0,45,39,0,3
21635,49,4,114797,9,13,0,4,4,2,0,0,0,40,39,0,1
21636,35,4,40135,15,10,2,6,0,4,1,0,2042,40,39,0,1
21637,38,4,204756,11,9,4,12,3,4,0,0,0,40,39,0,3
21638,36,4,228190,11,9,2,6,0,2,1,0,0,20,39,0,3
21639,33,4,163392,11,9,2,10,0,0,1,0,0,48,39,1,3
21640,54,4,138845,15,10,4,8,1,4,0,0,0,40,39,0,3
21641,19,2,169853,11,9,4,3,3,4,1,0,0,40,39,0,3
21642,18,3,206359,0,6,4,0,3,4,1,0,0,40,39,0,3
21643,60,4,224097,11,9,2,3,0,4,1,0,0,40,39,0,3
21644,28,6,160786,11,9,4,3,3,4,1,0,0,40,39,0,3
21645,43,6,190044,11,9,2,12,0,4,1,0,0,40,39,0,3
21646,49,2,145290,4,3,2,8,0,4,1,0,0,40,39,0,3
21647,25,4,120268,9,13,4,10,3,4,1,0,0,70,39,0,1
21648,17,4,327434,0,6,4,12,3,4,1,0,0,20,39,0,0
21649,41,5,218302,9,13,2,12,0,4,1,0,0,60,39,1,3
21650,30,4,1184622,15,10,2,14,0,2,1,0,0,35,39,0,2
21651,90,2,227796,12,14,2,4,0,4,1,20051,0,60,39,1,3
21652,25,4,206343,11,9,4,11,2,4,1,0,0,40,39,0,3
21653,27,4,36851,8,11,2,12,0,4,1,0,0,35,39,0,1
21654,29,4,148550,11,9,2,3,0,4,1,0,0,40,39,0,3
21655,55,4,157079,15,10,2,11,0,2,1,0,0,40,0,1,3
21656,31,1,142470,9,13,4,4,1,2,0,0,0,40,39,0,3
21657,43,4,86750,8,11,2,3,0,4,1,0,0,99,39,0,1
21658,63,4,361631,12,14,5,10,1,4,0,0,0,40,39,1,0
21659,46,4,163229,5,4,2,14,0,4,1,0,0,40,39,0,3
21660,59,4,179594,11,9,2,12,0,4,1,0,0,40,39,0,3
21661,42,4,254773,9,13,2,4,5,2,0,0,0,50,39,1,0
21662,26,4,58065,9,13,4,1,1,4,0,0,0,20,39,0,1
21663,26,4,205428,15,10,2,12,0,4,1,0,0,45,39,0,3
21664,20,0,41183,15,10,4,0,3,4,0,0,0,30,39,0,1
21665,19,0,308064,11,9,4,0,1,2,0,0,0,40,39,0,0
21666,61,4,173924,6,5,0,6,1,4,1,0,0,40,33,1,3
21667,23,7,142547,11,9,2,4,0,4,1,0,0,40,39,0,3
21668,24,4,119704,11,9,2,1,5,4,0,0,0,40,39,0,1
21669,35,4,275364,9,13,0,13,4,4,1,7430,0,40,11,1,0
21670,42,6,207392,11,9,2,12,0,4,1,0,0,12,39,0,3
21671,31,4,147215,2,8,0,8,4,4,0,0,0,21,39,0,3
21672,31,4,101562,11,9,2,7,5,4,0,0,0,55,39,0,1
21673,63,4,216413,9,13,6,1,1,4,0,0,0,25,39,0,3
21674,29,7,188986,8,11,4,13,1,4,0,0,1590,64,39,0,3
21675,43,7,52849,9,13,2,10,0,4,1,0,0,40,39,0,1
21676,22,4,304710,9,13,4,1,1,1,0,0,0,10,40,0,0
21677,17,4,265657,1,7,4,8,3,4,1,0,0,25,39,0,0
21678,23,6,258298,9,13,4,1,3,4,1,0,2231,40,39,1,0
21679,35,4,360814,6,5,0,3,1,4,1,0,0,45,39,0,0
21680,32,4,53260,11,9,0,8,4,3,0,0,0,28,39,0,1
21681,50,5,127315,9,13,2,4,0,4,1,15024,0,60,39,1,1
21682,25,4,233777,11,9,4,14,2,4,1,0,0,40,0,0,3
21683,26,2,197530,12,14,3,10,1,4,0,0,0,40,39,0,3
21684,32,4,340940,9,13,2,4,0,4,1,0,0,40,39,0,0
21685,29,4,88432,8,11,2,3,0,4,1,0,0,50,39,0,1
21686,57,4,183810,15,10,2,10,0,4,1,0,0,40,39,1,3
21687,90,4,51744,12,14,4,4,1,2,1,0,0,50,39,1,1
21688,35,4,175614,8,11,0,10,4,4,0,0,0,40,39,1,3
21689,31,6,235237,15,10,2,12,0,2,1,0,0,60,39,1,3
21690,60,4,227266,11,9,0,12,1,4,0,0,0,33,39,0,3
21691,21,4,146499,8,11,2,1,2,4,0,0,1579,40,39,0,3
21692,71,2,337064,12,14,6,10,1,4,0,0,0,40,39,0,0
21693,22,4,141003,8,11,4,8,3,4,1,0,0,30,39,0,3
21694,50,2,117791,11,9,0,1,1,4,0,0,0,40,39,0,1
21695,37,4,172846,15,10,2,12,0,4,1,0,0,45,39,1,3
21696,23,4,73514,11,9,4,1,3,1,0,0,0,40,40,0,1
21697,74,4,211075,11,9,2,8,0,4,1,0,0,30,39,0,3
21698,67,4,197816,15,10,2,12,0,4,1,0,1844,70,39,0,3
21699,59,4,43221,15,10,2,3,0,4,1,0,0,43,39,1,1
21700,28,4,183780,11,9,2,14,0,4,1,0,1740,40,39,0,3
21701,45,4,26781,11,9,2,5,0,0,1,0,0,40,39,0,1
21702,63,6,271550,15,10,2,5,0,4,1,0,0,20,39,0,0
21703,39,4,250157,9,13,4,10,1,4,0,0,0,63,39,0,0
21704,33,7,913447,15,10,0,8,4,2,0,0,0,40,39,0,2
21705,32,4,153078,9,13,4,8,1,1,1,0,0,40,35,0,3
21706,34,4,181091,9,13,2,4,0,4,1,0,1977,45,39,1,3
21707,39,4,231491,11,9,4,6,2,4,1,0,0,40,39,0,3
21708,29,7,95423,12,14,2,1,0,4,1,0,0,36,39,0,1
21709,22,4,234663,11,9,2,7,0,4,1,0,0,40,39,0,3
21710,53,4,283602,9,13,0,12,1,4,0,13550,0,43,39,1,0
21711,46,4,328669,8,11,2,3,0,4,1,0,0,42,39,0,0
21712,51,4,143741,15,10,2,8,5,4,0,0,0,40,39,1,3
21713,44,4,83508,14,15,0,10,1,4,0,2354,0,99,39,0,1
21714,56,7,81954,11,9,0,1,1,4,0,0,0,40,39,0,1
21715,27,4,261375,9,13,4,1,3,2,0,0,0,40,39,0,0
21716,52,4,310045,6,5,3,7,1,1,0,0,0,30,3,0,0
21717,39,4,316211,9,13,4,10,1,4,1,0,0,40,39,1,0
21718,45,1,88564,15,10,2,4,0,4,1,7688,0,40,39,1,1
21719,37,4,61299,15,10,2,3,0,4,1,0,0,45,39,0,1
21720,33,4,113364,11,9,0,1,3,4,1,0,0,40,39,0,1
21721,35,0,476573,11,9,4,0,1,4,0,0,0,4,39,0,2
21722,46,4,267107,4,3,2,3,5,4,0,0,0,45,22,0,0
21723,35,4,48123,2,8,2,3,5,4,0,0,0,50,39,0,1
21724,33,4,214635,11,9,2,4,0,2,1,0,0,50,39,0,3
21725,48,4,115585,9,13,2,12,0,4,1,0,0,40,39,0,1
21726,32,4,194141,11,9,0,7,3,4,1,0,0,50,39,0,3
21727,18,0,23233,0,6,4,0,3,4,1,0,0,40,39,0,1
21728,20,4,89991,15,10,4,8,3,4,0,0,0,32,39,0,1
21729,35,4,101709,11,9,4,14,3,1,1,0,0,60,39,0,1
21730,19,4,237455,11,9,4,6,3,4,0,0,0,25,39,0,3
21731,21,4,206492,11,9,4,12,3,4,0,0,0,40,0,0,3
21732,56,4,28729,1,7,5,7,1,4,0,0,0,40,39,0,1
21733,28,4,153475,9,13,4,1,3,4,0,0,0,16,8,0,3
21734,45,4,275517,11,9,0,3,4,4,0,0,0,40,39,0,0
21735,32,4,128002,8,11,2,1,5,4,0,0,0,45,39,0,1
21736,44,4,175485,9,13,2,3,0,4,1,0,0,12,39,0,3
21737,55,4,189664,11,9,2,10,0,4,1,0,0,40,39,1,3
21738,34,4,209808,15,10,2,1,0,4,1,0,0,40,39,1,3
21739,33,4,176992,12,14,2,10,0,4,1,0,0,40,39,1,3
21740,36,4,154669,9,13,4,4,3,4,1,0,0,55,39,0,3
21741,25,4,191271,11,9,4,1,3,4,0,0,0,40,39,0,3
21742,28,4,375482,9,13,4,12,1,4,1,0,0,40,39,0,0
21743,39,4,102953,9,13,2,12,0,4,1,7298,0,55,39,1,1
21744,53,4,169182,0,6,3,7,1,4,0,0,0,40,4,0,3
21745,47,4,184005,11,9,0,4,1,0,0,3325,0,45,39,0,3
21746,49,5,30751,8,11,0,4,1,4,1,0,0,60,39,0,1
21747,22,4,145477,11,9,4,6,3,0,1,0,0,40,39,0,3
21748,31,4,91964,15,10,4,1,2,4,1,0,0,40,39,0,1
21749,44,5,49249,15,10,0,8,4,4,1,0,0,80,39,0,1
21750,19,4,218956,11,9,4,10,3,4,1,0,0,40,39,0,3
21751,37,6,241306,11,9,0,3,1,4,1,0,0,40,39,0,3
21752,60,0,251572,11,9,6,0,1,4,1,0,0,35,31,0,0
21753,23,4,319842,15,10,4,6,3,4,1,0,0,25,39,0,0
21754,44,4,332401,14,15,2,10,0,4,1,99999,0,65,39,1,0
21755,54,2,182388,11,9,2,8,5,4,0,0,0,35,39,0,3
21756,23,4,205939,11,9,2,3,0,4,1,0,0,38,39,0,3
21757,21,4,203914,15,10,4,8,3,4,0,0,0,10,39,0,3
21758,19,7,156294,15,10,4,10,3,4,1,0,0,25,39,0,3
21759,51,4,254211,9,13,2,3,0,4,1,0,0,20,39,1,0
21760,41,4,151504,9,13,2,4,0,4,1,7688,0,50,39,1,3
21761,61,4,85548,15,10,2,13,0,4,1,15024,0,18,39,1,1
21762,19,6,30800,0,6,3,1,4,0,0,0,0,40,39,0,1
21763,22,4,131230,9,13,4,12,3,4,1,0,0,40,39,0,1
21764,22,4,61850,11,9,4,8,1,4,0,0,0,40,39,0,1
21765,49,4,227800,5,4,2,10,0,4,1,0,0,32,39,0,3
21766,35,4,133454,0,6,0,7,1,4,1,0,0,50,39,0,1
21767,38,4,104094,15,10,2,12,0,4,1,0,0,40,39,0,1
21768,29,4,105422,11,9,2,10,0,4,1,0,0,40,39,1,1
21769,56,4,142182,8,11,2,3,0,4,1,0,0,45,39,1,3
21770,41,4,336643,15,10,0,4,1,4,0,0,0,80,39,0,0
21771,62,5,200577,12,14,2,12,0,4,1,0,0,45,39,1,3
21772,27,4,208703,11,9,4,11,3,4,1,0,0,40,24,0,3
21773,55,0,193895,11,9,0,0,1,4,0,0,0,40,9,0,3
21774,25,4,272428,11,9,4,12,1,4,1,4416,0,42,39,0,0
21775,33,4,56701,9,13,2,10,0,4,1,15024,0,75,39,1,1
21776,26,4,288592,11,9,4,1,1,4,0,0,0,40,39,0,0
21777,43,4,266439,11,9,0,7,1,4,1,0,0,45,39,0,0
21778,53,1,276868,12,14,2,1,0,4,1,0,0,40,39,1,0
21779,43,4,131435,9,13,0,8,1,4,0,0,0,40,39,0,1
21780,56,4,175127,11,9,0,3,4,4,1,0,0,35,39,0,3
21781,25,4,277444,9,13,2,12,0,4,1,0,0,50,39,0,0
21782,60,4,63296,12,14,0,10,2,2,1,0,0,40,39,0,1
21783,28,4,96337,15,10,4,1,1,4,0,0,0,40,39,0,1
21784,21,4,221955,11,9,4,7,4,4,1,0,0,40,26,0,3
21785,40,4,197923,9,13,4,1,4,2,0,2977,0,40,39,0,3
21786,29,4,632593,11,9,2,3,0,2,1,0,0,40,39,0,2
21787,20,4,205970,15,10,4,3,3,4,0,0,0,25,39,0,3
21788,25,4,139730,11,9,2,3,0,4,1,0,0,80,39,1,3
21789,18,4,201901,1,7,4,12,3,4,0,0,0,10,39,0,3
21790,32,7,230224,7,12,2,8,0,4,1,0,0,35,39,0,3
21791,27,4,113464,3,2,4,8,3,3,1,0,0,35,6,0,1
21792,48,4,94461,11,9,6,7,1,4,0,0,0,16,39,0,1
21793,20,4,271379,15,10,4,12,3,4,0,0,0,25,39,0,0
21794,55,4,231738,11,9,0,12,1,4,0,0,0,40,9,0,3
21795,33,2,198183,9,13,4,10,1,4,0,0,0,50,39,1,3
21796,21,7,140764,15,10,4,1,3,4,0,0,0,12,39,0,3
21797,43,6,183479,11,9,2,3,0,4,1,0,0,30,39,0,3
21798,35,4,165767,15,10,2,7,0,4,1,0,0,40,39,0,3
21799,39,2,139364,9,13,2,10,0,4,1,0,0,35,39,1,3
21800,19,4,227491,11,9,4,12,1,1,0,0,0,40,39,0,3
21801,25,4,222254,11,9,4,8,1,2,0,0,0,40,39,0,3
21802,44,4,193494,15,10,2,14,0,4,1,0,0,72,39,1,3
21803,27,4,29261,7,12,4,3,4,4,1,0,0,40,39,0,1
21804,39,4,174368,11,9,2,1,5,4,0,0,0,40,39,1,3
21805,69,4,108196,0,6,4,3,2,4,1,0,0,40,39,0,1
21806,34,4,110622,9,13,4,4,1,1,0,0,0,40,30,0,1
21807,20,0,201680,15,10,4,0,3,4,1,0,0,35,39,0,3
21808,37,4,130277,4,3,5,8,4,4,0,0,0,40,39,0,1
21809,43,2,98130,9,13,0,10,3,4,0,0,0,39,39,0,1
21810,62,0,235521,11,9,2,0,0,4,1,0,0,48,39,0,3
21811,34,7,595000,12,14,2,10,5,2,0,0,0,40,39,1,2
21812,31,6,349148,15,10,2,7,0,4,1,0,0,48,39,0,0
21813,42,7,117583,10,16,0,10,1,4,0,8614,0,60,39,1,1
21814,26,4,164583,11,9,0,12,4,4,0,0,0,30,39,0,3
21815,39,4,340091,15,10,5,8,4,4,0,0,0,75,39,0,0
21816,25,4,49092,9,13,4,8,3,4,1,0,0,40,39,0,1
21817,54,2,186884,15,10,2,14,0,2,1,0,0,30,39,0,3
21818,44,7,167265,12,14,2,10,0,4,1,0,0,60,39,1,3
21819,34,7,34104,12,14,2,10,0,4,1,7688,0,38,39,1,1
21820,21,5,265116,15,10,4,4,1,4,1,0,0,40,39,0,0
21821,50,4,128378,4,3,2,6,0,4,1,0,0,55,0,0,1
21822,33,4,158416,11,9,4,7,1,4,1,0,0,40,39,0,3
21823,40,5,169878,7,12,2,4,5,4,0,0,0,40,39,1,3
21824,44,4,296728,12,14,2,4,0,4,1,0,0,40,39,1,0
21825,33,2,342458,7,12,0,11,1,4,1,0,0,56,39,0,0
21826,21,2,38771,15,10,4,1,3,4,1,0,0,40,39,0,1
21827,35,6,269300,9,13,4,8,1,2,0,0,0,60,39,0,0
21828,43,4,111483,15,10,2,12,0,4,1,7298,0,40,39,1,1
21829,57,0,199114,0,6,5,0,1,4,1,0,0,30,39,0,3
21830,51,2,33863,12,14,2,10,0,4,1,0,0,45,39,0,1
21831,29,4,132874,11,9,2,3,0,4,1,0,0,40,39,0,1
21832,51,2,277024,11,9,5,11,1,2,1,0,0,40,39,0,0
21833,35,4,112160,11,9,2,12,0,4,1,0,0,40,39,0,1
21834,18,4,703067,1,7,4,12,3,4,1,0,0,20,39,0,2
21835,58,4,127264,0,6,2,3,0,4,1,0,0,50,39,0,1
21836,57,5,257200,15,10,2,4,0,4,1,0,0,40,39,1,0
21837,19,4,57206,11,9,4,12,3,4,0,0,0,20,39,0,1
21838,37,4,201319,15,10,5,8,4,4,0,0,0,40,39,0,3
21839,38,4,114079,11,9,2,12,0,4,1,0,0,44,39,0,1
21840,45,4,230979,15,10,3,1,1,4,0,0,0,40,39,0,3
21841,27,4,292472,15,10,2,10,0,1,1,0,0,40,1,1,0
21842,64,0,286732,5,4,6,0,1,4,0,0,0,40,39,0,0
21843,38,2,134444,15,10,2,11,0,4,1,0,0,72,39,0,1
21844,30,4,172403,11,9,0,3,1,4,1,0,0,30,39,0,3
21845,46,4,191357,9,13,2,13,0,4,1,0,0,40,39,0,3
21846,18,0,279288,0,6,4,0,2,4,0,0,0,30,39,0,0
21847,60,4,389254,11,9,2,12,0,4,1,0,0,40,39,1,0
21848,30,4,303867,11,9,5,14,1,4,1,0,0,44,39,0,0
21849,47,4,164113,15,10,2,3,0,2,1,7688,0,40,39,1,3
21850,39,4,111499,9,13,4,4,1,4,0,0,0,40,39,0,1
21851,42,4,266084,15,10,2,3,0,4,1,7298,0,45,39,1,0
21852,27,4,61580,15,10,0,1,2,4,0,0,0,40,39,0,1
21853,44,4,231348,15,10,0,12,1,4,1,0,0,40,39,0,3
21854,33,4,164748,9,13,2,14,0,4,1,0,0,40,39,0,3
21855,54,4,205337,9,13,4,4,1,4,1,0,0,50,39,1,3
21856,58,6,54566,15,10,2,5,0,4,1,0,0,35,39,0,1
21857,45,4,34419,9,13,4,14,1,4,1,0,0,30,39,0,1
21858,59,4,116442,15,10,2,7,0,4,1,0,0,50,39,0,1
21859,29,4,290740,7,12,4,9,1,4,0,0,0,50,39,0,0
21860,27,4,255582,11,9,4,7,1,4,0,0,0,40,39,0,0
21861,44,4,112517,12,14,2,13,0,4,1,0,0,20,39,1,1
21862,44,4,169397,11,9,2,3,0,4,1,0,0,40,39,1,3
21863,33,4,172664,15,10,2,4,0,4,1,0,0,70,39,1,3
21864,27,4,329005,11,9,4,3,3,4,1,0,0,40,39,0,0
21865,33,4,123253,9,13,2,4,0,4,1,0,0,55,39,1,1
21866,55,4,81865,8,11,0,1,4,2,0,0,0,40,39,0,1
21867,32,6,173314,8,11,2,10,0,3,1,0,0,60,39,0,3
21868,31,4,34572,8,11,2,6,0,4,1,0,0,45,39,0,1
21869,57,5,159028,14,15,2,10,0,4,1,99999,0,60,39,1,3
21870,30,4,149184,9,13,2,4,0,4,1,0,0,45,39,1,3
21871,78,0,363134,11,9,6,0,1,4,0,0,0,1,39,0,0
21872,28,4,308709,9,13,4,12,1,4,0,0,0,48,39,0,0
21873,30,6,257295,15,10,4,12,2,1,1,0,2258,40,35,0,0
21874,29,4,168479,12,14,2,10,0,4,1,0,0,40,39,1,3
21875,66,4,142501,11,9,4,8,2,2,0,0,0,3,39,0,3
21876,60,4,338345,11,9,2,3,0,4,1,0,0,45,39,1,0
21877,31,4,177675,9,13,2,10,0,4,1,0,0,40,39,0,3
21878,26,4,262617,11,9,4,3,2,4,1,2597,0,40,39,0,0
21879,24,4,200997,11,9,4,6,3,4,1,0,0,45,39,0,3
21880,29,4,176683,9,13,4,12,1,4,1,0,0,50,39,1,3
21881,44,4,376072,11,9,2,13,0,4,1,0,0,45,39,1,0
21882,34,2,177675,9,13,2,4,0,4,1,0,0,55,39,1,3
21883,59,4,348430,9,13,2,10,0,4,1,0,1902,43,39,1,0
21884,23,4,320451,9,13,4,4,3,1,1,0,0,24,39,0,0
21885,23,4,38151,1,7,4,8,2,4,1,0,0,40,30,0,1
21886,55,2,123382,8,11,5,10,4,2,0,0,0,35,39,0,1
21887,39,5,151029,11,9,2,4,0,4,1,0,0,40,39,1,3
21888,39,4,484475,1,7,4,3,1,2,1,0,0,40,39,0,2
21889,57,4,329792,5,4,0,14,4,4,1,0,0,75,39,0,0
21890,35,4,148903,11,9,0,12,4,4,0,0,0,40,39,0,3
21891,39,2,301614,8,11,2,11,0,4,1,0,0,48,39,1,0
21892,47,4,176319,11,9,2,12,3,4,0,0,0,38,39,1,3
21893,53,7,53197,10,16,2,1,0,4,1,0,0,50,39,1,1
21894,23,4,291407,15,10,4,12,3,2,1,0,0,25,39,0,0
21895,35,4,204527,12,14,4,3,1,4,1,0,0,50,39,1,3
21896,44,4,476391,15,10,0,5,1,4,0,0,0,40,39,0,2
21897,28,4,224964,11,9,4,8,3,4,0,0,0,25,39,0,3
21898,26,4,306225,9,13,4,4,1,1,0,0,0,40,31,0,0
21899,23,4,292023,11,9,4,4,1,4,1,0,0,45,39,0,0
21900,32,4,94041,11,9,2,8,0,4,1,0,0,25,21,0,1
21901,49,5,187563,15,10,2,14,0,4,1,0,0,50,39,1,3
21902,36,4,176101,15,10,4,3,3,4,1,2174,0,60,39,0,3
21903,36,4,749105,11,9,0,8,4,4,0,0,0,36,39,0,2
21904,41,0,230020,4,3,2,0,0,3,1,0,0,40,39,0,3
21905,21,4,216070,7,12,2,1,5,0,0,0,0,46,39,1,3
21906,54,6,105010,9,13,2,4,0,4,1,0,0,40,39,1,1
21907,43,4,198203,15,10,3,8,1,2,0,0,0,40,39,0,3
21908,35,2,215419,15,10,0,1,4,4,0,0,0,40,39,0,3
21909,31,4,120460,15,10,2,5,0,4,1,0,0,50,39,1,1
21910,46,4,199316,15,10,2,3,2,1,1,0,0,40,19,0,3
21911,46,4,146919,11,9,5,12,1,4,0,0,0,40,39,0,3
21912,56,4,174744,11,9,2,8,0,4,1,0,0,40,39,0,3
21913,45,0,189564,12,14,2,0,5,4,0,0,0,1,39,0,3
21914,21,4,249957,11,9,4,1,3,4,1,0,0,40,39,0,0
21915,51,4,146574,12,14,2,4,0,4,1,0,0,50,39,1,3
21916,47,7,156417,15,10,0,10,4,4,1,0,0,20,39,0,3
21917,42,4,236110,4,3,3,3,1,4,1,0,0,40,33,0,3
21918,19,4,63363,15,10,4,12,3,4,0,0,0,30,39,0,1
21919,25,4,190107,9,13,4,3,3,4,1,0,0,40,39,0,3
21920,37,4,126569,12,14,2,13,0,4,1,0,0,60,39,1,1
21921,35,4,176756,2,8,2,8,0,2,1,0,0,40,39,0,3
21922,40,4,115161,11,9,2,14,0,4,1,0,0,30,39,0,1
21923,57,6,138892,1,7,2,12,0,4,1,0,0,15,39,0,3
21924,38,4,256864,11,9,2,13,0,4,1,0,0,50,39,1,0
21925,48,4,265083,0,6,0,12,1,4,0,0,0,38,39,0,0
21926,34,4,249948,15,10,0,8,1,4,0,0,0,34,39,0,0
21927,46,1,31141,15,10,0,14,1,4,1,0,0,40,39,0,1
21928,30,4,164190,11,9,4,1,1,4,1,0,0,38,0,0,3
21929,45,7,67544,12,14,0,11,1,4,1,0,0,50,39,0,1
21930,32,6,174789,9,13,2,10,0,4,1,0,0,50,39,1,3
21931,35,4,199753,11,9,4,7,3,4,1,0,0,48,39,0,3
21932,62,4,122246,15,10,4,3,1,4,0,8614,0,39,39,1,1
21933,56,0,188166,11,9,2,0,0,4,1,0,0,40,39,0,3
21934,50,4,96586,8,11,2,8,0,4,1,0,0,40,39,0,1
21935,25,4,189590,9,13,4,13,1,4,1,0,0,40,39,0,3
21936,41,4,140590,15,10,4,12,1,2,1,0,0,33,39,0,3
21937,35,4,255702,11,9,4,8,3,4,0,0,0,27,39,0,0
21938,33,4,260782,15,10,2,3,0,4,1,0,0,41,39,1,0
21939,38,4,169926,7,12,2,4,5,4,0,0,1902,40,39,1,3
21940,37,7,151322,9,13,4,10,1,4,1,0,0,40,39,0,3
21941,56,4,192869,11,9,2,7,0,4,1,0,0,40,39,1,3
21942,19,4,93604,5,4,4,3,3,4,1,0,1602,32,39,0,1
21943,31,4,86958,6,5,2,4,5,4,0,0,0,40,39,0,1
21944,53,2,228723,11,9,0,3,1,3,1,0,0,40,0,1,3
21945,33,4,192644,11,9,5,6,4,4,1,0,0,35,33,0,3
21946,72,4,284080,3,2,0,8,1,2,1,0,0,40,39,0,0
21947,54,4,43269,11,9,2,14,0,4,1,0,0,50,39,1,1
